car_speed,p_x,p_y,orientation,weather,road_shape,req_0,req_1,req_2
11.826415151515151,0.0023,0.0078,-30.0,2.0,2.0,False,True,False
11.826415151515151,0.0023,0.0078,-30.0,2.0,2.0,True,False,False
6.46480101010101,0.0023,1.0078,-29.0,0.0,1.0,True,True,True
5.46480101010101,0.0023,0.0078,-28.0,2.0,0.0,False,False,False
5.46480101010101,0.0023,0.0078,-28.0,2.0,0.0,True,True,True
5.46480101010101,0.0023,0.0078,-28.0,2.0,0.0,True,True,True
5.46480101010101,1.0023,0.0078,-27.0,1.0,2.0,True,True,True
5.46480101010101,0.0023,0.0078,-28.0,2.0,0.0,True,True,True
5.46480101010101,0.0023,1.0078,-30.0,0.0,0.0,True,True,True
5.46480101010101,1.0023,0.1086979797979798,-28.0,1.0,2.0,True,True,True
5.46480101010101,0.0023,0.0078,-26.0,2.0,1.0,False,False,False
6.46480101010101,0.0023,1.0078,-29.0,0.0,1.0,True,True,True
5.46480101010101,0.0023,0.0078,-26.0,2.0,1.0,True,False,False
5.46480101010101,0.0023,0.1086979797979798,-28.0,2.0,1.0,True,True,True
5.46480101010101,0.0023,1.0078,-27.0,0.0,2.0,True,False,False
5.46480101010101,0.0023,0.0078,-26.0,2.0,1.0,False,True,False
5.46480101010101,0.0023,0.0078,-28.0,2.0,0.0,False,True,True
5.46480101010101,1.0023,0.0078,-30.0,1.0,0.0,True,True,True
11.826415151515151,0.0023,0.0078,-25.0,1.0,0.0,True,False,False
5.46480101010101,0.0023,0.0078,-28.0,2.0,0.0,False,False,False
5.46480101010101,0.0023,0.0078,-28.0,2.0,0.0,True,True,True
5.46480101010101,0.0023,0.1086979797979798,-28.0,2.0,1.0,True,True,True
11.826415151515151,0.0023,0.0078,-24.0,1.0,1.0,True,True,True
5.46480101010101,0.0023,1.0078,-27.0,0.0,2.0,True,False,False
5.46480101010101,0.0023,1.0078,-30.0,0.0,0.0,True,True,True
5.46480101010101,1.0023,0.1086979797979798,-30.0,1.0,1.0,False,True,False
5.46480101010101,1.0023,0.1086979797979798,-30.0,1.0,1.0,False,True,False
5.46480101010101,0.0023,0.0078,-28.0,2.0,0.0,False,True,False
11.826415151515151,0.0023,0.0078,-30.0,2.0,2.0,True,True,True
5.46480101010101,0.0023,1.0078,-27.0,0.0,2.0,False,True,False
5.46480101010101,0.0023,0.0078,-28.0,2.0,0.0,True,True,True
12.826415151515151,0.0023,0.4113919191919192,-22.0,0.0,2.0,True,True,True
5.46480101010101,0.0023,0.0078,-28.0,2.0,0.0,True,False,False
11.826415151515151,0.0023,0.0078,-25.0,1.0,0.0,True,True,True
6.82800404040404,0.0023,1.0078,-30.0,0.0,1.0,True,True,True
11.826415151515151,0.0023,0.0078,-22.0,1.0,2.0,False,True,False
5.46480101010101,0.0023,1.10869797979798,-29.0,0.0,2.0,False,True,True
5.46480101010101,0.0023,0.1086979797979798,-28.0,2.0,1.0,False,True,False
5.46480101010101,0.0023,0.1086979797979798,-28.0,2.0,1.0,False,True,False
5.46480101010101,0.0023,0.0078,-26.0,2.0,1.0,True,False,False
6.46480101010101,0.0023,1.0078,-29.0,0.0,1.0,True,True,True
11.826415151515151,0.0023,0.0078,-24.0,1.0,1.0,True,True,True
11.826415151515151,0.0023,0.0078,-30.0,2.0,2.0,True,True,True
11.826415151515151,0.0023,0.0078,-24.0,1.0,1.0,False,False,False
11.826415151515151,0.0023,0.4113919191919192,-25.0,0.0,0.0,False,True,False
5.46480101010101,1.0023,0.0078,-30.0,1.0,0.0,True,True,True
12.826415151515151,0.0023,0.4113919191919192,-22.0,0.0,2.0,True,False,False
5.46480101010101,0.0023,1.0078,-30.0,0.0,0.0,True,True,True
5.46480101010101,1.0023,0.1086979797979798,-30.0,1.0,1.0,True,True,True
11.826415151515151,0.0023,0.0078,-24.0,1.0,1.0,False,False,False
5.46480101010101,0.0023,0.1086979797979798,-26.0,2.0,2.0,True,True,True
5.46480101010101,1.0023,0.1086979797979798,-30.0,1.0,1.0,True,True,True
5.46480101010101,1.0023,0.0078,-28.0,1.0,1.0,False,True,False
5.46480101010101,0.0023,1.0078,-30.0,0.0,0.0,True,True,True
11.826415151515151,0.0023,0.0078,-30.0,2.0,2.0,True,True,True
5.46480101010101,1.0023,0.1086979797979798,-28.0,1.0,2.0,True,True,True
5.46480101010101,1.0023,0.0078,-28.0,1.0,1.0,True,True,True
11.826415151515151,1.0023,0.1086979797979798,-28.0,0.0,1.0,False,False,False
6.82800404040404,0.0023,0.0078,-27.0,2.0,1.0,False,True,False
5.46480101010101,0.0023,1.10869797979798,-29.0,0.0,2.0,False,True,False
5.46480101010101,0.0023,0.0078,-24.0,2.0,2.0,False,True,False
11.826415151515151,0.0023,0.0078,-30.0,2.0,2.0,False,True,True
5.46480101010101,0.0023,0.0078,-26.0,2.0,1.0,True,False,False
11.826415151515151,0.0023,0.0078,-25.0,1.0,0.0,True,True,True
5.46480101010101,1.0023,0.0078,-28.0,1.0,1.0,True,False,False
5.46480101010101,0.0023,0.1086979797979798,-28.0,2.0,1.0,False,True,False
5.46480101010101,0.0023,0.0078,-24.0,2.0,2.0,True,True,True
5.46480101010101,0.0023,1.0078,-30.0,0.0,0.0,False,False,False
11.826415151515151,0.0023,0.0078,-30.0,2.0,2.0,True,True,True
11.826415151515151,0.0023,0.0078,-22.0,1.0,2.0,True,True,True
5.46480101010101,0.0023,0.0078,-26.0,2.0,1.0,False,True,True
5.46480101010101,1.0023,0.0078,-30.0,1.0,0.0,True,True,True
11.826415151515151,0.0023,0.0078,-22.0,1.0,2.0,True,True,True
5.46480101010101,0.0023,0.1086979797979798,-22.0,1.0,0.0,True,True,True
5.46480101010101,1.0023,0.1086979797979798,-30.0,1.0,1.0,True,True,True
5.46480101010101,0.0023,1.0078,-27.0,0.0,2.0,False,True,True
6.46480101010101,0.0023,1.0078,-29.0,0.0,1.0,True,False,False
11.826415151515151,0.0023,0.0078,-24.0,1.0,1.0,False,False,False
11.826415151515151,0.0023,0.0078,-24.0,1.0,1.0,True,True,True
5.46480101010101,1.0023,0.0078,-30.0,1.0,0.0,False,False,False
5.46480101010101,0.0023,1.0078,-30.0,0.0,0.0,True,True,True
11.826415151515151,0.0023,0.0078,-24.0,1.0,1.0,True,True,True
5.46480101010101,1.0023,0.0078,-30.0,1.0,0.0,True,True,True
5.46480101010101,0.0023,0.0078,-28.0,2.0,0.0,True,False,False
6.46480101010101,0.0023,1.0078,-29.0,0.0,1.0,False,True,False
5.46480101010101,0.0023,1.0078,-30.0,0.0,0.0,False,True,False
5.46480101010101,0.0023,1.0078,-30.0,0.0,0.0,True,False,False
5.46480101010101,0.0023,1.0078,-27.0,0.0,2.0,True,False,False
5.46480101010101,0.0023,0.0078,-26.0,2.0,1.0,False,False,False
11.826415151515151,0.0023,0.0078,-25.0,1.0,0.0,False,True,False
12.826415151515151,1.0023,0.1086979797979798,-30.0,0.0,0.0,True,False,False
20.005633333333336,0.0023,0.0078,-23.0,0.0,1.0,True,True,True
5.46480101010101,0.0023,0.0078,-28.0,2.0,0.0,False,True,False
11.826415151515151,0.0023,0.4113919191919192,-25.0,0.0,0.0,True,True,True
11.826415151515151,0.0023,0.0078,-25.0,1.0,0.0,True,True,True
5.46480101010101,1.0023,0.1086979797979798,-28.0,1.0,2.0,True,True,True
5.46480101010101,1.0023,0.1086979797979798,-30.0,1.0,1.0,True,True,True
6.46480101010101,0.0023,1.0078,-29.0,0.0,1.0,True,True,True
11.826415151515151,0.0023,0.0078,-30.0,2.0,2.0,True,True,True
11.826415151515151,0.0023,0.4113919191919192,-29.0,1.0,2.0,True,False,False
6.1377,0.0023,0.4694,-29.0,1.0,0.0,True,True,True
5.46480101010101,0.0023,0.0078,-28.0,2.0,0.0,True,False,False
11.826415151515151,0.0023,0.0078,-24.0,1.0,1.0,True,True,True
6.82800404040404,0.0023,1.0078,-30.0,0.0,1.0,True,True,True
5.46480101010101,0.0023,0.0078,-26.0,2.0,1.0,False,False,False
6.46480101010101,0.0023,1.0078,-29.0,0.0,1.0,True,True,True
5.46480101010101,0.0023,0.0078,-26.0,2.0,1.0,False,True,False
11.826415151515151,0.0023,0.4113919191919192,-25.0,0.0,0.0,False,True,False
5.46480101010101,0.0023,0.0078,-28.0,2.0,0.0,True,True,True
5.46480101010101,0.0023,0.0078,-26.0,2.0,1.0,False,False,False
11.826415151515151,1.0023,0.1086979797979798,-26.0,0.0,2.0,True,True,True
11.826415151515151,0.0023,0.0078,-30.0,2.0,2.0,True,True,True
11.826415151515151,0.0023,0.0078,-30.0,2.0,2.0,True,True,True
5.46480101010101,1.0023,0.1086979797979798,-30.0,1.0,1.0,False,True,False
5.46480101010101,0.0023,0.0078,-26.0,2.0,1.0,False,False,False
5.46480101010101,0.0023,0.0078,-28.0,2.0,0.0,True,True,True
11.826415151515151,0.0023,0.0078,-24.0,1.0,1.0,True,False,False
5.46480101010101,0.0023,0.0078,-28.0,2.0,0.0,True,False,False
11.826415151515151,0.0023,0.0078,-30.0,2.0,2.0,False,True,False
11.826415151515151,0.0023,0.0078,-24.0,1.0,1.0,False,True,True
6.82800404040404,0.0023,0.0078,-30.0,2.0,0.0,True,True,True
6.82800404040404,0.0023,1.0078,-30.0,0.0,1.0,True,True,True
11.826415151515151,0.0023,0.4113919191919192,-25.0,0.0,0.0,True,True,True
5.46480101010101,1.0023,0.1086979797979798,-30.0,1.0,1.0,False,True,False
6.82800404040404,0.0023,0.0078,-27.0,2.0,1.0,True,True,True
5.46480101010101,0.0023,1.0078,-30.0,0.0,0.0,True,True,True
5.46480101010101,0.0023,0.1086979797979798,-26.0,2.0,2.0,True,True,True
11.826415151515151,0.0023,0.0078,-30.0,2.0,2.0,True,True,True
12.826415151515151,0.0023,0.4113919191919192,-22.0,0.0,2.0,True,True,True
5.46480101010101,1.0023,0.0078,-30.0,1.0,0.0,True,True,True
5.46480101010101,0.0023,0.0078,-26.0,2.0,1.0,True,True,True
5.46480101010101,0.0023,0.0078,-24.0,2.0,2.0,True,True,True
11.826415151515151,0.0023,0.0078,-24.0,1.0,1.0,True,True,True
5.46480101010101,1.0023,0.0078,-28.0,1.0,1.0,True,False,False
5.46480101010101,0.0023,0.0078,-26.0,2.0,1.0,True,False,False
5.46480101010101,0.0023,0.1086979797979798,-28.0,2.0,1.0,False,True,False
5.46480101010101,0.0023,1.0078,-30.0,0.0,0.0,True,True,True
11.826415151515151,0.0023,0.0078,-30.0,2.0,2.0,False,True,False
5.46480101010101,1.0023,0.0078,-30.0,1.0,0.0,True,False,False
5.46480101010101,0.0023,1.0078,-30.0,0.0,0.0,True,True,True
5.46480101010101,0.0023,0.0078,-24.0,2.0,2.0,True,True,True
5.46480101010101,0.0023,0.1086979797979798,-28.0,2.0,1.0,True,True,True
5.46480101010101,1.0023,0.1086979797979798,-28.0,1.0,2.0,True,True,True
6.46480101010101,0.0023,1.0078,-29.0,0.0,1.0,True,True,True
